title,price,area,rooms,floor,comandat,link,location
Apartament de închiriat 2 camere,400,Etaj 1/1,2 camere,Decomandat,400,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/braytim/apartament-de-inchiriat-2-camere-X9FK0001D?lista=2350118,"Timisoara, zona Braytim"
"Apartament cu 3 camere de inchiriat, in zona Medicina",600,60 mp utili,3 camere,Etaj 3/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-3-camere-X1BR10081?lista=2350118,"Timisoara, zona Central"
Apartament cu 2 camere de inchiriat zona Aaradului 350E,350,60 mp utili,3 camere,Etaj 2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-3-camere-XADA0002U?lista=2350118,"Timisoara, zona Torontalului"
"Apartament cu 2 camere in Circumvalatiunii, 280 de euro",280,58 mp utili,2 camere,Etaj 3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-2-camere-X9TL00008?lista=2350118,"Timisoara, zona Circumvalatiunii"
Penthouse lux,550,60 mp utili,2 camere,Etaj 5,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X9MC00006?lista=2350118,"Timisoara, zona Lipovei"
Apartament 2 camere zona ultracentrala,420,50 mp utili,2 camere,Etaj 2,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-2-camere-X47N10029?lista=2350118,"Timisoara, zona Ultracentral"
GARSONIERA -COMPLEXUL STUDENTESC,1.000,16 mp utili,o cameră,Etaj 4/4,1.000,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/complex-studentesc/garsoniera-de-inchiriat-X6SD1002D?lista=2350118,"Timisoara, zona Complex Studentesc"
"Apartament 3 camere, semidecomandat, zona Lipovei",360,65 mp utili,3 camere,Etaj 1/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-3-camere-X7C000043?lista=2350118,"Timisoara, zona Lipovei"
"Take Ionescu, 3 camere decomandat, centrala proprie",480,Parter/10,3 camere,Decomandat,480,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/take-ionescu/apartament-de-inchiriat-3-camere-X0KT0000F?lista=2350118,"Timisoara, zona Take Ionescu"
"Apartament cu 2 camere, de închiriat între Judetean și Complex, cu centrala",290,60 mp utili,2 camere,Etaj 9/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/olimpia-stadion/apartament-de-inchiriat-2-camere-X9TL0000T?lista=2350118,"Timisoara, zona Olimpia-Stadion"
"Apartament 1 camera, Judetean",300,43 mp utili,o cameră,Etaj 2/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/spitalul-judetean/garsoniera-de-inchiriat-XAPT00003?lista=2350118,"Timisoara, zona Spitalul Judetean"
apartament 2 camere renovat,340,54 mp utili,2 camere,Etaj 3/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/favorit/apartament-de-inchiriat-2-camere-X42O0001R?lista=2350118,"Timisoara, zona Favorit"
"AT009, Apartament 2 camere, Prima Inchiriere, Zona Torontalului",450,52 mp utili,2 camere,Etaj 3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-2-camere-X7SO0000T?lista=2350118,"Timisoara, zona Torontalului"
Apartament in Regim Hotelier,,Etaj 1,2 camere,Vezi telefon,,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X51L00005?lista=2350118,"Timisoara, zona Aradului"
"Apartament 2 camere, renovat, totul nou, Sagului.",385,50 mp utili,2 camere,Etaj 2/8,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-2-camere-X6UV1003K?lista=2350118,"Timisoara, zona Sagului"
"De inchiriat apartament 2 camere, zona odobescu.",350,67 mp utili,2 camere,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/odobescu/apartament-de-inchiriat-2-camere-XADA0002H?lista=2350118,"Timisoara, zona Odobescu"
"Apartament 3 camere- Odobescu,langa Colegiul Banatean",600,110 mp utili,3 camere,Parter/1,Circular,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/odobescu/apartament-de-inchiriat-3-camere-X6EG0000S?lista=2350118,"Timisoara, zona Odobescu"
Apartament de inchiriat langa Iuliu Mall,350,60 mp utili,2 camere,Etaj 2,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-2-camere-XADA0002P?lista=2350118,"Timisoara, zona Circumvalatiunii"
LUX Apartament 2 Camere Dumbravita,390,50 mp utili,2 camere,Parter,390,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-XA070005H?lista=2350118,"Timisoara, zona Aradului"
"FM716 Apartament 2 camere, Zona Aradului",450,65 mp utili,2 camere,Etaj 2/6,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X7SO0002P?lista=2350118,"Timisoara, zona Aradului"
2 camere zona Steaua etaj 2,300,58 mp utili,2 camere,Etaj 2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/steaua/apartament-de-inchiriat-2-camere-X51L00008?lista=2350118,"Timisoara, zona Steaua"
"Apartament 1 cameră, Circumvalatiunii, aproape de centru",260,35 mp utili,o cameră,Etaj 3,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/circumvalatiunii/garsoniera-de-inchiriat-X9TL0000E?lista=2350118,"Timisoara, zona Circumvalatiunii"
Apartament cu 2 camere Dambovita,350,Etaj 3/4,2 camere,Semidecomandat,350,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dambovita/apartament-de-inchiriat-2-camere-X9FK00010?lista=2350118,"Timisoara, zona Dambovita"
Apartament - Zona Spital Judetean,330,55 mp utili,3 camere,Etaj 2/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/spitalul-judetean/apartament-de-inchiriat-3-camere-XAGJ00005?lista=2350118,"Timisoara, zona Spitalul Judetean"
Apartament 2 camere in zona Girocului,330,55 mp utili,2 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-2-camere-XAFB00002?lista=2350118,"Timisoara, zona Girocului"
"OP563 Lipovei, Apartament 3 Camere, Decomandat",600,116 mp utili,3 camere,Etaj 1/2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-3-camere-X7SO000CQ?lista=2350118,"Timisoara, zona Lipovei"
Inchiriez ap 3 cam intre Catedrala si Balcescu Bv Mihai Viteazul,550,100 mp utili,3 camere,Etaj 3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/balcescu/apartament-de-inchiriat-3-camere-X6NL0001A?lista=2350118,"Timisoara, zona Balcescu"
"Ofer spre inchiriere apartament 3 camere in Timisoara , in calea Aradului",550,70 mp utili,3 camere,Etaj 3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-3-camere-X9FK0001K?lista=2350118,"Timisoara, zona Aradului"
Apartament de inchiriat in spate la Decathlon,450,60 mp utili,2 camere,Etaj 2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X47N1004R?lista=2350118,"Timisoara, zona Aradului"
Apartament de lux cu 2 camere in zona Soarelui,380,57 mp utili,2 camere,Etaj 2,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/buziasului/apartament-de-inchiriat-2-camere-X9FK00012?lista=2350118,"Timisoara, zona Buziasului"
Apartament in vila-lux,800,130 mp utili,3 camere,Etaj 2/2,Circular,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-3-camere-X6EG00011?lista=2350118,"Timisoara, zona Complex Studentesc"
Zona Unirii-ambient plăcut și primitor,450,56 mp utili,2 camere,Etaj 2,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/p-ta-unirii/apartament-de-inchiriat-2-camere-X9FH0000C?lista=2350118,"Timisoara, zona P-ta Unirii"
Apartament de inchiriat cu 2 camere zona Mehala 300E,300,52 mp utili,2 camere,Mansarda,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/mehala/apartament-de-inchiriat-2-camere-XADA0002T?lista=2350118,"Timisoara, zona Mehala"
"Apartament-1cam-Centrala Proprie,Mobilat-Utilat",240,Etaj 1,o cameră,240,EUR / lună,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/simion-barnutiu/garsoniera-de-inchiriat-X6MI0000M?lista=2350118,"Timisoara, zona Simion Barnutiu"
Apartament 3 camere Punctele Cardinale,600,85 mp utili,3 camere,Etaj 1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/punctele-cardinale/apartament-de-inchiriat-3-camere-XARF0000Q?lista=2350118,"Timisoara, zona Punctele Cardinale"
Apartament cu 3 camere de inchiriat zona Soarelui 450E,450,75 mp utili,3 camere,Etaj 3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/soarelui/apartament-de-inchiriat-3-camere-XADA00030?lista=2350118,"Timisoara, zona Soarelui"
Lux apartament cu 3 camere in bloc nou in spatele Stadionului Dan Paltinisanu,550,80 mp utili,3 camere,Etaj 9,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/olimpia-stadion/apartament-de-inchiriat-3-camere-X9FK0002T?lista=2350118,"Timisoara, zona Olimpia-Stadion"
"Apartament 2 camere ,Bloc nou zona Soarelui",350,45 mp utili,2 camere,Etaj 1/10,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/soarelui/apartament-de-inchiriat-2-camere-XAVL00006?lista=2350118,"Timisoara, zona Soarelui"
"AR086 Apartament 2 camere, Zona Circumvalatiunii, prima inchiriere",500,50 mp utili,2 camere,Etaj 1/8,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-2-camere-X7SO000AB?lista=2350118,"Timisoara, zona Circumvalatiunii"
3 camere / Loc de parcare / Lift,630,80 mp utili,3 camere,Etaj 2/2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-3-camere-X9OL0000D?lista=2350118,"Timisoara, zona Lipovei"
"2 camere decomandate , etaj 2/4 , in Aradului!",350,55 mp utili,2 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X8JO00046?lista=2350118,"Timisoara, zona Aradului"
"Apartament in Regim Hotelier,45 euro/zi",,54 mp utili,2 camere,Etaj 1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X51L0000Q?lista=2350118,"Timisoara, zona Aradului"
Apartament de lux cu 3 camere zona Stefan cel Mare,600,Etaj 3,3 camere,600,EUR / lună,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/stefan-cel-mare/apartament-de-inchiriat-3-camere-X9FK0002H?lista=2350118,"Timisoara, zona Stefan cel Mare"
Apartament 2 camere cu centrala proprie,400,48 mp utili,2 camere,Etaj 4/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/tipografilor/apartament-de-inchiriat-2-camere-X0NR0001H?lista=2350118,"Timisoara, zona Tipografilor"
Apartament de lux prima inchirere cu 2 dormitoare living,570,78 mp utili,3 camere,Etaj 8/1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/soarelui/apartament-de-inchiriat-3-camere-X9FK00014?lista=2350118,"Timisoara, zona Soarelui"
"Apartament cu 2 camere, LUX, Torontalului",450,52 mp utili,2 camere,Etaj 3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-2-camere-XAPT0000C?lista=2350118,"Timisoara, zona Torontalului"
"AR251 Apartament 2 camere, Zona Medicina",350,60 mp utili,2 camere,Parter/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-2-camere-X7SO000D9?lista=2350118,"Timisoara, zona Medicina"
Nou. IN ORAS - LIDIA. LUX. Disponibil imediat.,390,55 mp utili,2 camere,Etaj 2/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-2-camere-X0Q61024V?lista=2350118,"Timisoara, zona Girocului"
"Apartament 2 camere decomandate, zona Odobescu ocupabil imediat",330,60 mp utili,2 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/odobescu/apartament-de-inchiriat-2-camere-X02V10092?lista=2350118,"Timisoara, zona Odobescu"
Inchiriez ap 2 cam pe 2 nivele in zona Circumvalatiunii,320,55 mp utili,2 camere,Etaj 1/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-2-camere-XAFB00008?lista=2350118,"Timisoara, zona Circumvalatiunii"
"Apartament de inchiriat in Circumvalatiunii,langa Iulius Mall",450,50 mp utili,2 camere,Etaj 1,450,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-2-camere-X9BR1000U?lista=2350118,"Timisoara, zona Circumvalatiunii"
"Bloc nou, Lipovei, 2 camere cu centrala proprie",350,50 mp utili,2 camere,Etaj 3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X0KT0003C?lista=2350118,"Timisoara, zona Lipovei"
"OP762 Brancoveanu, Apartament 5 Camere,Centrala Proprie",500,110 mp utili,5 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/brancoveanu/apartament-de-inchiriat-5-camere-X7SO0005L?lista=2350118,"Timisoara, zona Brancoveanu"
Apartament de inchiriat zona centrala 300E,300,32 mp utili,o cameră,Etaj 10,Semidecomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/central/garsoniera-de-inchiriat-XADA0002N?lista=2350118,"Timisoara, zona Central"
"Apartament cu 3 camere , Zona Soarelui cu CENTRALA",500,61 mp utili,3 camere,Parter,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/soarelui/apartament-de-inchiriat-3-camere-X9MC00005?lista=2350118,"Timisoara, zona Soarelui"
Apartament 3 camere langa MALL,650,80 mp utili,3 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-3-camere-X6EG0000G?lista=2350118,"Timisoara, zona Lipovei"
Apartament de închiriat 3 camere,500,Etaj 3/7,3 camere,Semidecomandat,500,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-3-camere-X9FK0001B?lista=2350118,"Timisoara, zona Aradului"
"Mall-Torontalului 2 camere renovat,mobilat+centrala!",400,48 mp utili,2 camere,Etaj 4/10,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-2-camere-X7CJ0001T?lista=2350118,"Timisoara, zona Torontalului"
Apartament deosebit în Piața Unirii - Prima închiriere,450,52 mp utili,2 camere,Etaj 2,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/p-ta-unirii/apartament-de-inchiriat-2-camere-X9FH0000T?lista=2350118,"Timisoara, zona P-ta Unirii"
"Închiriem apartament modern amenajat, 2 camere, Ronaț",300,60 mp utili,2 camere,Parter,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ronat/apartament-de-inchiriat-2-camere-X9TL0001M?lista=2350118,"Timisoara, zona Ronat"
"Apartament cu 2 camere, Piata Unirii",600,90 mp utili,2 camere,Parter/1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/p-ta-unirii/apartament-de-inchiriat-2-camere-X75K00004?lista=2350118,"Timisoara, zona P-ta Unirii"
Ofer spre inchiriere apartament cu 3 camere decomandate - Zona Shoping City,430,80 mp utili,3 camere,Parter,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/steaua/apartament-de-inchiriat-3-camere-X02V1007I?lista=2350118,"Timisoara, zona Steaua"
RealTrust Apartments Timisoara - Accommodation - Regim Hotelier - Apartamente,"116,67",20 mp utili,o cameră,Parter,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/balcescu/garsoniera-de-inchiriat-X0A410C0C?lista=2350118,"Timisoara, zona Balcescu"
Langa Iulius Mall ! Renovat !,450,65 mp utili,3 camere,Etaj 5/7,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-3-camere-X0Q6108B6?lista=2350118,"Timisoara, zona Aradului"
Bloc nou-La Prima Inchiriere-Torontal 2 camere-Loc de parcare acoperit,450,Etaj 6,2 camere,450,EUR / lună,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-2-camere-X6MI0000J?lista=2350118,"Timisoara, zona Torontalului"
LUX-BLOC NOU-ET 1-Olimpia-Stadion,360,50 mp utili,2 camere,Etaj 1,360,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X9SQ0000D?lista=2350118,"Timisoara, zona Complex Studentesc"
Ofer spre inchiriere apartament 3 camere,450,Etaj 5/8,3 camere,450,EUR / lună,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-3-camere-X8JO0001G?lista=2350118,"Timisoara, zona Complex Studentesc"
Apartament medicina,400,70 mp utili,3 camere,Etaj 3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-3-camere-XADA0000T?lista=2350118,"Timisoara, zona Medicina"
Lux apartament cu 2 camere in bloc nou zona Soarelui,650,Etaj 1/3,2 camere,650,EUR / lună,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/soarelui/apartament-de-inchiriat-2-camere-X9FK0002M?lista=2350118,"Timisoara, zona Soarelui"
De inchiriat apartament de lux cu 2 camere in zona Braytim (Soarelui),500,60 mp utili,2 camere,Etaj 1/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/braytim/apartament-de-inchiriat-2-camere-X9FK00026?lista=2350118,"Timisoara, zona Braytim"
LUX-BLOC NOU-ET 1-Olimpia-Stadion,360,50 mp utili,2 camere,Etaj 1,360,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X9SQ0000C?lista=2350118,"Timisoara, zona Complex Studentesc"
Apartament 1 camera UMT,249,28 mp utili,o cameră,Parter/4,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/central/garsoniera-de-inchiriat-XAOV1000B?lista=2350118,"Timisoara, zona Central"
Zona centrala/ 2 camere / frumos,650,70 mp utili,2 camere,Etaj 1/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-2-camere-X9OL0000B?lista=2350118,"Timisoara, zona Central"
"De inchiriat apartament 2 camere Circumvalatiunii, centrala proprie.",350,50 mp utili,2 camere,Etaj 1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-2-camere-XADA0001L?lista=2350118,"Timisoara, zona Circumvalatiunii"
Ultracentral - Prima Inchiriere,500,60 mp utili,2 camere,Parter/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-2-camere-X86F00007?lista=2350118,"Timisoara, zona Ultracentral"
"De inchiriat apartament cu 4 camere - Zona Centrala, terasa 70 mp",850,120 mp utili,4 camere,Mansarda/3,Bloc nou,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-4-camere-X1BR10066?lista=2350118,"Timisoara, zona Central"
"Închiriez apartament în Circumvalațiunii, la 7 minute pe jos de centru",250,Etaj 3,o cameră,250,EUR / lună,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/circumvalatiunii/garsoniera-de-inchiriat-X9TL0000C?lista=2350118,"Timisoara, zona Circumvalatiunii"
"Apartament 2 camere, 300 de euro in zona Sinaia",300,60 mp utili,2 camere,Etaj 4,300,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sinaia/apartament-de-inchiriat-2-camere-X9TL0000J?lista=2350118,"Timisoara, zona Sinaia"
Apartament 2 cam 100 mp P-ta Unirii!,530,100 mp utili,2 camere,Etaj 1/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/p-ta-unirii/apartament-de-inchiriat-2-camere-X6RS00001?lista=2350118,"Timisoara, zona P-ta Unirii"
Apartament decomandat Medicina,450,69 mp utili,2 camere,Etaj 1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-2-camere-X51L0000G?lista=2350118,"Timisoara, zona Medicina"
Apartament 2 camere zona Aradului,350,50 mp utili,2 camere,Etaj 3/7,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-XAPL00002?lista=2350118,"Timisoara, zona Aradului"
Apartament 1 camera zona Unirii-Mall,280,33 mp utili,o cameră,Etaj 9/10,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/p-ta-unirii/garsoniera-de-inchiriat-XB0F00001?lista=2350118,"Timisoara, zona P-ta Unirii"
"Gheorghe Lazar, 3 Camere, Semidecomandat, Lux",450,70 mp utili,3 camere,Etaj 2/10,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/gheorghe-lazar/apartament-de-inchiriat-3-camere-X8I50005C?lista=2350118,"Timisoara, zona Gheorghe Lazar"
Apartament 2 camere in zona Girocului,330,55 mp utili,2 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-2-camere-XAFB00001?lista=2350118,"Timisoara, zona Girocului"
Apartament de inchiriat in zona Complxului studentesc,400,51 mp utili,2 camere,Etaj 3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-XADA0002Q?lista=2350118,"Timisoara, zona Complex Studentesc"
Vecin Parcul Botanic și Piața Unirii aspect placut,300,34 mp utili,o cameră,Etaj 5,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/p-ta-unirii/garsoniera-de-inchiriat-X9FH0000J?lista=2350118,"Timisoara, zona P-ta Unirii"
Apartament de inchiriat 2 camere langa Parcul rozelor,350,60 mp utili,3 camere,Etaj 1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-3-camere-XADA0002K?lista=2350118,"Timisoara, zona Girocului"
"2 camere decomandat zona Steaua ,pret 330 euro !!!",330,58 mp utili,2 camere,Etaj 2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/steaua/apartament-de-inchiriat-2-camere-X51L0000O?lista=2350118,"Timisoara, zona Steaua"
Apartament vizavi de Posta,400,68 mp utili,3 camere,Etaj 3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/cetatii/apartament-de-inchiriat-3-camere-X41F1005B?lista=2350118,"Timisoara, zona Cetatii"
Apartament 3 camere-LUX-Zona Dacia - Cetatii -3 Min Iulius Mall - 360 Euro Neg,360,55 mp utili,2 camere,Etaj 4/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dacia/apartament-de-inchiriat-2-camere-X9JJ0001Q?lista=2350118,"Timisoara, zona Dacia"
"2 dormitoare, bucatarie inchisa, la mansarda, str. Bran - Sagului. Pet friendly",340,65 mp utili,3 camere,Etaj 5/5,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-3-camere-X4OV001O6?lista=2350118,"Timisoara, zona Sagului"
Apartament o camera zona Maria,270,35 mp utili,o cameră,Etaj 1/3,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/central/garsoniera-de-inchiriat-XAPL0000B?lista=2350118,"Timisoara, zona Central"
De inchiriat ap de lux - 2 camere !,350,55 mp utili,2 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-2-camere-X9VN00008?lista=2350118,"Timisoara, zona Girocului"
"Închiriem apartament cu 3 camere, modern mobilat, zona Torontalului",450,75 mp utili,3 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-3-camere-X9TL00027?lista=2350118,"Timisoara, zona Torontalului"
"Dambovita, 3 Camere, Centrala, Semidecomandat",300,65 mp utili,3 camere,Etaj 1/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dambovita/apartament-de-inchiriat-3-camere-X8I50005G?lista=2350118,"Timisoara, zona Dambovita"
"AT036, Apartament 4 Camere, Zona Soarelui, Centrala Proprie",450,90 mp utili,4 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/soarelui/apartament-de-inchiriat-4-camere-X7SO000B2?lista=2350118,"Timisoara, zona Soarelui"
Apartamanet nou la prima inchiriere zona Steaua,400,60 mp utili,2 camere,Etaj 3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-2-camere-XAIR0000F?lista=2350118,"Timisoara, zona Sagului"
"Apartament cu 1 camera situat central, langa Posta Mare",350,45 mp utili,o cameră,Etaj 1,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/medicina/garsoniera-de-inchiriat-X75K00003?lista=2350118,"Timisoara, zona Medicina"
Aproape de IuliusMall.Centrala Proprie. Etaj 2 . Decomandat.,400,65 mp utili,3 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-3-camere-X0Q610J86?lista=2350118,"Timisoara, zona Aradului"
Apartament 2 camere in zona Torontalului,320,55 mp utili,2 camere,Etaj 1/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-2-camere-XAFB00004?lista=2350118,"Timisoara, zona Torontalului"
"Închiriem apartament 2 camere, langa Shopping City",270,50 mp utili,2 camere,Mansarda,270,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-2-camere-X9TL0001G?lista=2350118,"Timisoara, zona Sagului"
"Apartament cu 2 camere, Iulius Mall",400,56 mp utili,2 camere,Etaj 2,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-XAPT0000E?lista=2350118,"Timisoara, zona Aradului"
Apartament 2 camere mobilat-utilat lux Torontalului,380,Etaj 3,2 camere,380,EUR / lună,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-2-camere-X98V0000A?lista=2350118,"Timisoara, zona Torontalului"
